title,date,text
    Bombay Sensitive Index (pts)   5,541.35           5,455.00
    Indian rupee (/$)             45.5050/5150    45.5100/5175
    7.27 percent 2013 bond (%)     5.1524*               5.1649
    Call money (%)                 4.25/4.50         4.30/4.50
    6-mth fwd premium/(discount)   0.05                0.12
    * yet to close
-------------------------------------------------------------."
Indian rupee eases early on suspected  intervention .  ,2003-12-19,"
    BOMBAY, Dec 19 (Reuters) - The Indian rupee was slightly
weaker against the dollar in early trading on Friday on
suspected central bank intervention in a market in which
volumes had shrunk ahead of the year-end, traders said.
 
    Traders said an expected test of the 45.50 per dollar level
did not take place despite strong foreign capital inflows.
    ""It appears the state-run banks do not want the rupee to
gain to 45.50 even with the rupee undervalued,"" said a chief
dealer at a private sector bank.
    At 9:20 a.m. (0350 GMT), the rupee was quoted at
45.5200/5300 per dollar, down from the previous close of
45.5100/5175.
    State-run banks, said by traders to be acting on behalf of
  

 the central bank, mopped up dollar inflows from foreign funds   

 and exporters on Thursday and capped the rupee's gains at   

 45.50.   

 Traders expect the trend to continue on Friday.   

India's central bank often intervenes through state-run   

 banks to smoothen market volatility. Traders say it has bought   

 dollars heavily this year to check the rupee's rise as a strong   

 local currency affects the competitiveness of Indian exports.   

 The rupee is up 5.4 percent against the dollar so far in   

 2003, supported by foreign fund investments, remittances from   

 Indians working overseas and trade flows. The dollar's weakness   


 
    Analysts say the rupee is still under-valued by about two
percent on a trade-weighted basis.
    Sentiment on the rupee will remain upbeat in the near term
  


as foreign investments, which have been strong this year, are
  


expected to continue on expectations Asia's third-largest
  


economy is set for sharply higher growth.
  


Foreign funds have pumped in $7.1 billion so far in 2003
  


into local assets, their highest addition in a single year
  


 
-------------------------------------------------------------
                                     MARKET SNAPSHOT
                                  9:20 a.m.   Thursday's close
    Bombay Sensitive Index (pts)   to open            5,455.00
    Indian rupee (/$)             45.5200/5300    45.5100/5175
    7.27 percent 2013 bond (%)     5.1649               5.1649
    Call money (%)                 4.25/4.50         4.30/4.50
    6-mth fwd premium/(discount)   to open                0.12
-------------------------------------------------------------."
"Indian rupee ends up marginally, cbank curbs gains.  ",2003-12-18,"
    BOMBAY, Dec 18 (Reuters) - The Indian rupee ended
marginally up on Thursday with gains capped by suspected
central bank intervention, but steady foreign fund inflows into
the stock market and the dollar's fall against major currencies
kept sentiment strong, dealers said.
    State-run banks, acting on behalf of the central bank,
capped the rise at the psychologically key 45.50 per dollar
mark, dealers said.
    The rupee ended at 45.5100/5175 per dollar, off 45.50
struck earlier, and marginally firmer than the previous close
of 45.5100/5200.
    ""It looks like they (the state-run banks) are quite
determined not to let the rupee cross 45.50 at the moment,""
said a dealer at a foreign bank.
    ""But there will be upward pressure on the rupee as foreign
investments continue to be huge and the greenback loses ground
against other majors.""
    India's central bank often intervenes through state-run
banks to smoothen market volatility.
  


 Traders say it has bought
dollars heavily this year to check the rupee's rise as a strong
local currency affects the competitiveness of Indian exports.
    The rupee is up 5.4 percent against the dollar so far in
2003, supported by foreign fund investments, remittances from
Indians working overseas and trade flows. The dollar's weakness
against global currencies has also helped the rupee.
 
    Analysts say the rupee is undervalued by nearly two percent
on a trade-weighted basis, implying more gains may lie ahead.
    Sentiment for the rupee has also been boosted in recent
sessions after Standard and Poor's revised upward the outlook
on India's foreign currency rating earlier this week.
    Analysts said the improved outlook could draw more foreign
  

capital inflows into Asia's third largest economy, which is  

forecast to grow at over seven percent in the current financial  

year to March 2004.  

Foreign funds have made net investments of $7.1 billion in  

Indian assets so far this year, more than nine times their net  

investments in 2002. A bulk of the investments has been in  

shares, with the Bombay index up nearly 62 percent in 2003.  

Premiums on the forward dollar edged up as a surge in  

inflows helped improve liquidity, prompting banks to buy the  

greenback to meet an anticipated cash shortage later in the  

month, dealers said.  

The six-month forward ended at an annualised 0.12 percent,  

up from the previous close of 0.11 percent, while cash-tom was  

dealt at a premium of 3.21 percent, up from par on Wednesday.   


 
-------------------------------------------------------------
                                     MARKET SNAPSHOT
                            Thursday's close    Wednesday's
close
    Bombay Sensitive Index (pts)   5,455.00            5,418.23
    Indian rupee (/$)             45.5100/5175     45.5100/5200
    7.27 percent 2013 bond (%)       5.1588 *            5.1870
    Call money (%)                   4.30/4.50        4.25/4.50
    6-mth fwd premium/(discount)     0.12                  0.11
    * - yet to close
-------------------------------------------------------------."
"Indian rupee tests 45.50 vs dlr, c.bank eyed.  ",2003-12-18,"
    BOMBAY, Dec 18 (Reuters) - The Indian rupee extended gains
to test the psychologically important level of 45.50 per dollar
in early deals on Thursday on rising foreign investments and a
weak overseas dollar, dealers said.
 
    It is, however, unlikely to appreciate much as state-run
banks are expected to buy dollars, they said.
    India's central bank often intervenes through state-run
  

banks to smoothen market volatility. Traders say it has bought  

dollars heavily this year to check the rupee's rise as a strong  

local currency affects the competitiveness of Indian exports.  

""The rupee tested 45.50 but state-run banks are buying at  

this level now and I feel they will protect that level,"" said a  

chief dealer at a private sector bank.  

At 9:15 a.m. (0345 GMT), the rupee was quoted at  

45.4975/5075 per dollar, off 45.50 struck earlier, and firmer  

than the previous close of 45.5100/5200.  

The rupee is up 5.43 percent against the dollar so far in  

2003, supported by foreign fund investments, remittances from  

Indians working overseas and trade flows. The dollar's weakness  

against global currencies has also helped the rupee.   


 
    Analysts say the rupee is undervalued by two percent on a
trade-weighted basis, implying more gains may lie ahead.
    The rupee had risen for the second straight day on
  

Wednesday with sentiment boosted by an upward revision to the  

outlook on India's foreign currency rating by Standard and  

Poor's (S&P) earlier this week.  

Analysts said the improved outlook could draw more foreign  

capital inflows into Asia's third largest economy, which is  

forecast to grow at more than seven percent in the current  

financial year to March 2004.  

Foreign funds have made net investments of $7.1 billion in  

Indian assets so far this year, more than nine times their net  

investments in 2002. They pumped in a net $123.6 million into  

local assets on Tuesday, according to the capital market  

regulator.   


 
-------------------------------------------------------------
                                     MARKET SNAPSHOT
                                   9:15 a.m.    Wednesday's
close
    Bombay Sensitive Index (pts)    to open            5,418.23
    Indian rupee (/$)             45.4975/5075     45.5100/5200
    7.27 percent 2013 bond (%)       no quotes           5.1870
    Call money (%)                   4.40/4.50        4.25/4.50
    6-mth fwd premium/(discount)     to open               0.11
-------------------------------------------------------------."
Indian rupee seen opening firmer on foreign inflows.  ,2003-12-16,"
    BOMBAY, Dec 16 (Reuters) - The Indian rupee is expected to
trade with a firm bias on Tuesday on trade and investment
inflows but gains were likely to be capped by the central bank,
traders said.
 
    ""I think the rupee will trade in a 45.50-to-45.55 per
dollar range,"" said a trader at a private bank.
    ""The Reserve Bank of India has been intervening

persistently recently and, unless the dollar weakens  

significantly overseas, I do not think the central bank will  

allow the rupee to rise much,"" he added.  

Sentiment on the rupee was positive as an improved outlook  

for Asia's third-largest economy was expected to continue  

drawing strong foreign investment inflows while the dollar was  

on a weak footing against global currencies, traders said.  

""These factors are prompting importers to leave most of  

their forex exposures unhedged and encouraging traders to stay  

short on the dollar,"" the private bank trader said.  

Portfolio investments in India have been strong this year.  

Net investments reported by these funds in December so far  

totalled $598.3 million against $701.4 million through  

November.  

They have invested some $6.9 billion in Indian assets so  

far this year, more than nine times their net investments in  

2002. Analysts expect more strong inflows as the economy is  

forecast to grow at seven percent in the current fiscal year to  

March.   


 
-------------------------------------------------------------
                           MARKET SNAPSHOT
                                   Monday's close  Previous
close
    Bombay Sensitive Index (pts)         5,390.88
5,315.81
    Indian rupee (/$)                45.5575/5675
45.5450/5550
    7.27 percent 2013 bond (%)             5.1987        5.1907
    Call money (%)                      4.25/4.40
4.10/4.30
    6-mth fwd premium/(discount)             0.24
0.14
-------------------------------------------------------------."
"Indian rupee snaps 10-day rally, weakens on c.bank.  ",2003-12-11,"
    BOMBAY, Dec 11 (Reuters) - The Indian rupee ended weaker
for the first time in 11 sessions on Thursday following steady
dollar buying by state-run banks which dealers said was on
behalf of the central bank.
 
    The rupee          ended at 45.5400/5500 per dollar, down
from Wednesday's 26-day closing high of 45.5200/5300.
    ""The market was very dull and besides the support buying
  

from state-run banks, which began at 45.52, there was some  

demand from a state-run power utility,"" a dealer at a private  

bank said.  

Traders said most deals were struck in a narrow band  

between 45.52 and 45.55 with exporters still preferring to sell  

their dollars around the 45.55 level.  

The rupee had risen nearly one percent in 10 sessions to  

Wednesday's close and traders said sentiment in the local  

currency was still good given the healthy foreign fund inflows.  

""The only real demand is on behalf of the central bank,"" a  

private bank dealer said. ""With local shares continuing to  

rally and foreign funds investing in them, it is just a  

question of how much support the central bank provides to check  

the rupee.""  

The Reserve Bank of India has intervened periodically  

through dollar purchases by state-run banks to try and check  

the rupee's rise to preserve the competitiveness of local  

exporters.  

Traders said the dollar's slight recovery overseas  

following a suspected yen-selling intervention by Japanese  

authorities also weighed a little on sentiment on the rupee.  

The rupee has so far gained 5.34 percent against the dollar  

in 2003, on account of robust foreign portfolio and capital  

inflows, and trade and expatriate remittances.  

Foreign funds have poured in a record $5.7 billion into  

Indian shares this year on expectations that growth of more  

than seven percent in Asia's third-largest economy will boost  

corporate earnings.  

Forward dollars ended steady in a lacklustre market as most  

bank traders stayed on the sidelines ahead of the holiday  

season.  

The annualised premium on the six-month dollar ended at  

0.04 percent, slightly down from Wednesday's close of 0.06  

percent.   


 
-------------------------------------------------------------
                                    MARKET SNAPSHOT
                             Thursday's close   Wednesday's
close
    Bombay Sensitive Index (pts)     5,299.96
5,285.54
    Indian rupee (/$)            45.5400/5500
45.5200/5300
    7.27 percent 2013 bond (%)         5.2100*
5.2165
    Call money (%)                  4.00/4.25
4.00/4.25
    6-mth fwd premium/(discount)         0.04
0.06
    * - yet to close
-------------------------------------------------------------."
"Indian rupee ends higher, unfazed by trade data.  ",2003-12-02,"
    BOMBAY, Dec 2 (Reuters) - The rupee          inched up for
the second straight day on Tuesday helped by rising foreign
fund purchases in India's booming stock markets, but possible
intervention by the central bank capped some of the gains,
dealers said.
    Foreign fund inflows helped offset impact from data which
showed India's trade deficit in October widened to $2.02
billion from $940 million in the year earlier period.
    The rupee ended at 45.6900/7000 per dollar, up from
Monday's 45.7275/7325. It is up five percent since the start of
the calendar year and analysts said it is undervalued by nearly
one percent on a trade-weighted basis, implying more gains
ahead.
    ""There was some support (for the dollar) at 45.70. But
dollar supplies, possibly from foreign portfolio investors,
were strong,"" said a dealer at a large state-run bank.
    The rupee has gained mainly from foreign portfolio
investments, drawn by surging stockmarkets and a powerful
economic growth.
  


    India's most widely tracked share index rose for a fifth
straight day on Tuesday to end at a fresh 43-month closing
high. The Bombay index  which is one of Asia's top
performer in 2003 with gains of about 50 percent has been
driven up mainly by foreign fund investments.
    Foreign funds have pumped in a little more than $6 billion
so far in 2003, mostly in equities, up from about $740 million
last year.
    Robust dollar inflows helped lower discounts on the forward
dollar towards close, but traders said a bullish outlook for
the local currency and tight cash dollar liquidity due to
central bank intervention would push discounts higher in the
near term.
    The annualised discount on the six-month forward opened at
0.32 percent, compared to Monday's 0.20 percent, but closed at
0.18 percent.
 
-------------------------------------------------------------
                           MARKET SNAPSHOT
                                Tuesday's close    Monday's
close
    Bombay Sensitive Index (pts)  5,186.08           5,160.85
    Indian rupee (/$)           45.6900/7000     45.7275/7325
    7.27 percent 2013 bond (%)       5.2082*            5.2142
    Call money (%)                 4.25-4.50        4.20/4.40
    6-mth fwd premium/(discount)    (0.18)             (0.20)
    * yet to close
-------------------------------------------------------------."
"India rupee at new two-mth low, c.bank checks falls.  ",2003-11-25,"
    BOMBAY, Nov 25 (Reuters) - The Indian rupee weakened to a
new two-month closing low on Tuesday on a bunching up of dollar
demand ahead of the month-end, with further falls stopped only
by central bank dollar sales, traders said.
    The rupee          ended at 45.9250/9350 per dollar, weaker
than Monday's finish of 45.8775/8875 which was its previous
two-month closing low.
 
    The rupee last ended around these levels on September 19,
at 45.9350/9450.
    State-run banks sold dollars to lift the rupee off a low of
45.965. India's central bank often intervenes through state-run
banks.
    News that India and Pakistan would observe a ceasefire in
  

Kashmir from midnight had little impact on sentiment in the  

currency market. Equity traders said the development would be  

viewed positively by foreign investors.  

""Dollars have been in short supply as the central bank was  

buying in the spot market earlier while exporters were mostly  

selling in the forward market,"" said a trader at a state-run  

bank.  

""Month-end corporate demand and a recent slowdown in  

foreign fund investments have added to the pressure on the  

rupee,"" he added.   


 
    Dollar demand usually picks up at the month end, when
several firms make payments on their debt and imports.
    Portfolio investment inflows, which were strong earlier in
the year, have slowed down and are expected to remain subdued
till end December, as foreign money mangers remit profits.
    Foreign funds' daily net investments in Indian assets
averaged $44.4 million this month till November 21, compared
with $65.1 million in October.
    They have invested $6 billion in Indian assets this year,
mostly in shares, helping power a six percent rise in the rupee
between January 1 and November 7.
    The rupee has lost 1.42 percent since November 7.
    Traders were confident the rupee's weakness was temporary
  

as foreign funds were expected to step up their investments  

next year on a bright outlook for the economy. For a detailed  

story,  

That outlook was reflected in the forward market where  

exporters continued to sell while importers held back from  

hedging.  

The discount on the one-month dollar shot up to 3.31  

percent from 1.93 percent on Monday, while that on the  

six-month dollar jumped to 0.31 percent from 0.05 percent.   


 
-------------------------------------------------------------
                           MARKET SNAPSHOT
                                 Tuesday's close   Monday's
close
    Bombay Sensitive Index (pts)        4,894.59
4,822.15
    Indian rupee (/$)               45.9250/9350
45.8775/8875
    7.27 percent 2013 bond (%)            5.1248*
5.1092
    Call money (%)                     4.00/4.25
4.00/4.25
    6-mth fwd premium/(discount)           (0.31)
(0.05)
    * Previous closes
-------------------------------------------------------------."
"Indian rupee rebounds from lows, exporters step in.  ",2003-11-21,"BOMBAY, Nov 21 (Reuters) - The Indian rupee bounced from late Friday morning lows as exporters sold dollars at dips, but underlying sentiment was cautious as the central bank appeared to be comfortable with a weaker currency, dealers said.  

At 12:25 p.m. the rupee was quoted at 45.80/81 per dollar, off an intra-day low of 45.97, but still weaker than the previous finish of 45.7650/7750 which was a near two-month closing low.  

It gained nearly six percent against the dollar until November 7, but has lost about 1.2 percent since then, mainly due to central bank intervention, purchases by importers and foreign fund outflows.  

India's central bank deputy governor, Rakesh Mohan, told Reuters earlier in the day that the rupee's recent weakness could not be termed volatility, causing it to ease further.  

Traders said the statement probably meant the authorities were comfortable with a weaker rupee.  

For details, please  

Traders said importers had stepped up purchases as many were convinced the rupee could come under pressure amid foreign fund outflows ahead of the year-end and steady central bank intervention despite the greenback's overseas woes.  

Premiums on dollar forwards rose, in line with the weakening rupee, dealers said. The six-month forward was at annualised 0.19 percent, up from the previous close of 0.14 percent.   


 
 -------------------------------------------------------------
                         MARKET SNAPSHOT
                                12:45 p.m.           9:50
 a.m.
 Bombay Sensitive Index (pts)     4,747.55
 4,771.23*
 Indian rupee (/$)            45.8000/8100
 45.8675/8925
 7.27 percent 2013 bond (%)         5.1013
 5.1168
 Call money (%)                  4.00/4.25
 4.25/4.40
 6-mth fwd premium/(discount)         0.19
 0.14*
 * previous close
 -------------------------------------------------------------."
UPDATE 1-Indian cbank says recent rupee weakness not volatility.   ,2003-11-21,"COLOMBO, Nov 21 (Reuters) - Recent weakness in the Indian rupee cannot be termed volatility, a top Indian central banker said on Friday, causing the rupee to ease to a two-month low.   

""We cannot characterise the exchange rate market as having been volatile in the last couple of weeks,"" Reserve Bank of India Deputy Governor Rakesh Mohan, in Colombo to deliver a lecture, told Reuters.   

""The exchange rate is market determined. We would like to see an orderly market,"" Mohan said.   

The rupee fell to 45.92/96 per U.S. dollar after the comments, a level not seen since mid-September. The currency was trading at 45.88/90 per U.S. dollar before the comments and 45.7650/7750 on Thursday.   

Traders said the latest fall was due to Mohan's comments.   

""These comments mean the central bank is comfortable with the weakening rupee,"" said a dealer at a foreign bank.   

""We could see the rupee dipping to test the 46 level soon as foreign fund inflows are also slowing.""   

The rupee has lost 1.5 percent since November 7. Factors include foreign funds booking profits as the year draws to a close, importer demand and aggressive intervention by the Reserve Bank of India.   

But the rupee is still up 4.5 percent since the start of 2003 on the back of robust foreign investment, export inflows and expatriate remittances.   

SOFT AND FLEXIBLE   

Mohan also told Reuters that the bank had not changed its stance on the cash reserve ratio and interest rates from that outlined in its mid-year policy review.   

The central bank had said in its review on November 3 that its soft and flexible monetary stance continued.   

The bank rate, a benchmark that banks use to price loans, is at a three-decade low of six percent after being chopped two percentage points by the central bank over the past three years.   

The repo rate, at which the central bank borrows overnight funds, is at 4.5 percent after the central bank lowered it in August by half a percentage point.   

""There has been no material change in conditions since the policy,"" Mohan said. ""We don't make policy changes on a daily basis.""   

Bond traders say the central bank will not cut official rates further amid signs of a local and global economic pick-up. The yield on 10-year federal bonds has risen to 5.1 percent from a historical low of 4.94 percent hit in mid-October.   

""The market has been working efficiently in India and the market is responding to objective circumstances,"" Mohan said."
INTERVIEW: Indian Rupee Fall Vs Dlr Likely Temporary  ,2003-11-21,"MUMBAI (Dow Jones)--The Indian rupee is likely to resume its advance despite a correction this week, when it fell 1% against the dollar caused by central bank intervention, says HSBC India's head of treasury Tarun Mehrotri.  

Mehrotri believes the rupee will soon overcome its current bout of weakness and resume rising on inflows into the local stock market and the dollar's global weakness. He expects the rupee to test INR44.50 by March-end, a level last reached in May 2000.  

The local currency, which has gained 4.5% against the dollar so far in 2003, fell sharply this week on heavy dollar buying by big state-owned banks. It closed at INR45.77 Thursday, sharply weaker than INR45.61 Wednesday and INR45.35 a week ago. This fall raised concerns that the rupee's long spell of strength may be over.  

Mehrotri disagrees.  

""I don't believe that dollar has bottomed out yet against the rupee,"" he says. ""What we saw this week was probably a clear and concerted effort by the central bank to stall the rupee's rise.""  

The RBI is believed to have been indirectly buying dollars on the spot market in recent months to temper the rupee's gains and protect the country's exports. But an apparent intensifying in the buying since last week has puzzled many in the market.  

""The strengthening of central bank action since may be linked to the government's upcoming $2.9 loan repayment to the Asian Development Bank,"" suggests Mehrotri. ""They can now buy dollars in a big way, knowing that the ADB outflow will neutralize any increase in money supply or forex reserves the dollar purchases may cause.""  

Indeed, the RBI probably refrained from making big interventions on the spot market in recent months due to concerns over the possible side-effects - such as higher money supply and inflation - that could jeopardize its soft monetary stance.  

Mehrotri believes a recent slowdown in foreign capital inflows into the local stock market, which has added to the rupee's current weakness, is temporary.  

Foreign portfolio investments in India, a key booster for the local currency in recent months, totaled $664 million so far this month, compared with $1.43 billion during the whole of October.  

But, says Mehrotri, ""there are bound to be swings in capital flows, it's natural. The outlook is still quite bullish for Indian stocks, so foreign investors should stay.""  

Furthermore, the weak global outlook for the dollar should continue to favor the rupee, he says.  

""The U.S. trade gap continues to be a concern for the dollar,"" says Mehrotri, who expects the dollar to weaken further against other major currencies in the coming months.  

-By Anil Varma, Dow Jones Newswires; 91 22 22884212; anil.varma@dowjones.com  

-Edited by Alastair McIndoe"
"India rupee ends at month low, sheds 0.3 pct in wk.  ",2003-11-14,"
    BOMBAY, Nov 14 (Reuters) - The Indian rupee ended at its
lowest close in a month on Friday, after falling 0.3 percent
over the week on persistent central bank intervention, traders
said.
 
    The rupee          closed at 45.4150/4250 per dollar,
against Thursday's 45.3850/3950, and last week's 45.2750/2775.
    ""There were enough dollars to meet the demand in the
market, but the central bank continued with its intervention,""
said a trader at a state-run bank.
    ""Were it not for the central bank's intervention, the rupee
would have trended upwards as forex inflows are more than
outflows, and globally, the dollar is still languishing.""
    The dollar purchases by state-run banks, acting on behalf
of the central bank, dragged the rupee down from an early high
of 45.3250 on Friday.
    The Reserve Bank of India has sustained its interventions

through the past month to ensure the rupee does not appreciate  

beyond the 45.30 per dollar mark and affect the global  

competitiveness of local exporters.  

Analysts said concerns that the the dollar's weak spell may  

reverse if the U.S. economic recovery gains momentum could also  

be spurring the central bank's interventions.   


 
    The rupee has appreciated by nearly six percent so far in
2003, buoyed by strong trade and investment inflows.
    Portfolio investment inflows at almost six billion dollars,
  

are over eight times the total for 2003. Most of this money has  

chased Indian shares amid expectations of robust economic  

growth.  

But after a surge during the earnings season in October,  

fresh investments appear to be slowing down, causing some  

apprehensions among currency traders.   


 
    In the forward market, the dollar appreciated as earlier
fears of a dollar shortage proved unfounded.
    The annualised premium on the six-month dollar ended at
0.31 percent, up from Thursday's 0.25 percent.
-------------------------------------------------------------
                         MARKET SNAPSHOT
                                Friday's close   Thursday's
close
    Bombay Sensitive Index (pts)      4,865.83
4,949.16
    Indian rupee (/$)             45.4150/4250
45.3850/3950
    7.27 percent 2013 bond (%)         5.1075*
5.0902
    Call money (%)                   4.00/4.50
2.50/3.00
    6-mth fwd premium                     0.31
0.25
    * - yet to close
-------------------------------------------------------------."
"Indian rupee gives up gains, ends weak on cbank.  ",2003-11-10,"
    BOMBAY, Nov 10 (Reuters) - The Indian rupee ended weaker on
Monday after being brought of an early peak by state-run banks
which absorbed most of the strong foreign investment and trade
inflows, possibly on behalf of the central bank, dealers said.
    The local unit          closed at 45.2850/2900 per dollar,
off an intra-day high of 45.23, and against Friday's
45.2750/2775, which was the highest close in a month.
    ""Dollar inflows were substantial, some of it could have
been foreign fund investments,"" said a trader at a state-run
bank.
    ""But one state-run bank bid the rupee down from 45.23 to
45.28. With the dollar not showing much strength overseas, the
rupee is expected to rise.""
    Foreign fund investments in India have surged this year on
the back of a tantalising seven percent GDP growth forecast for
the fiscal year to March 2004.
  


    These funds have pumped in some $4.92 billion into shares
so far this year, nearly seven times the total for 2002,
contributing in some measure to the rupee's rise of six percent
in the face of central bank intervention.
    Aggressive dollar purchases by the Reserve Bank of India
have swelled foreign exchange reserves by some $22 billion so
far in 2003, taking them to a record $92.6 billion on October
31.
    In the forward market, the dollar found its value eroded
amid concerns that traders may roll over buy-sell swap
transactions if the central bank's intervention leaves the
market short of dollars later this week, when several contracts
mature.
    The one-month dollar was quoted at an annualised discount
of 0.05 percent by close of trade, against a premium of 0.69
percent on Friday.
 
   The six-month dollar was quoted at a premium of 0.41
percent, 40 basis points below Friday's 0.81 percent.
-------------------------------------------------------------
                             MARKET SNAPSHOT
                               Monday's close      Friday's
close
    Bombay Sensitive Index (pts)     4,998.57
4,971.57
    Indian rupee (/$)            45.2850/2900
45.2750/2775
    7.27 percent 2013 bond (%)         5.0677*
5.0630
    Call money (%)                  4.40/4.50
4.40/4.50
    6-mth fwd premium                    0.41
0.81
    * Yet to close
-------------------------------------------------------------."
"Indian rupee firms on strong trade, fund inflows.  ",2003-11-06," BOMBAY, Nov 6 (Reuters) - The Indian rupee rose in early trade on Thursday amid robust dollar selling by exporters and expectations of fresh supplies from foreign funds investing in the booming domestic stock markets.   

 At 9:30 a.m. (0400 GMT), the rupee  was at 45.2600/2700 per dollar, up from Wednesday's close of 45.28/29.   

 Traders said the local currency was expected to trade in a band between 45.25 and 45.30. The central bank will be eyed for possible intervention if the rupee rose sharply, they said.   

 ""There is some real strong dollar selling in the market and unless the RBI (Reserve Bank of India) intervenes a test of 45.25 is possible,"" a dealer at a state-run bank said.   

 The rupee has gained six percent against the dollar since the start of 2003 on the back of surging foreign fund investments into Indian stocks and trade and expatriate remittances.   

 Overseas investors' net purchases of Indian shares and debt in the first two trading days of November stood at $335.5 million, taking the year's total to $5.8 billion. They had invested a net $743.6 million in 2002.   

 Traders said easing fears of a cash dollar shortage on the back of anticipated infusions by the central bank was also keeping dollar selling sentiment supported.   

 Demand for cash dollars is expected to spike on Friday when several forward contracts mature.   


 
 ------------------------------------------------------------
                                   MARKET SNAPSHOT
                                 9:30 a.m.   Wednesday's
 close
 Bombay Sensitive Index (pts)      to open
 5,064.91
 Indian rupee (/$)            45.2600/2700
 45.2800/2900
 7.27 percent 2013 bond (%)         5.0404
 5.0523
 Call money (%)                  4.40/4.50
 4.35/4.45
 6-mth fwd premium                 to open
 0.45
 ------------------------------------------------------------."
"Steel makers lift Indian shares, rupee climbs.  ",2003-10-30,"
    By Suresh Seshadri
    BOMBAY, Oct 30 (Reuters) - Indian shares rose for the third
straight session on Thursday, led by steelmakers after leading
firms reported strong quarterly earnings growth while the rupee
hit a new three-week high on foreign investment inflows.
    The benchmark 30-issue Bombay share index          gained
0.77 percent to close at 4,780.52 points, taking the marker's
gains over the past three sessions to nearly two percent.
    ""We had some very good results and the outlook continues to
be bullish,"" said Paras Adenwala, head of equity funds at Birla
Sun Life Asset Management.
 
    ""We expect this strong performance to continue and that
should provide momentum to the rally.""
    The Bombay index has climbed about 40 percent in 2003,
  

driven by strong foreign fund purchases. Overseas investors are  

betting the farm-reliant economy will show sharply higher  

growth this fiscal year after the country got its best monsoon  

in a decade.  

Net equity purchases by foreign funds total $4.4 billion so  

far in 2003, almost six times the $740 million they invested in  

the whole of last year.   


 
    Shares of India's top two steel makers shone after they
reported huge jumps in quarterly profits.
    State-run Steel Authority of India Ltd (SAIL.BO), the
  

industry leader, spurted 5.6 percent to 44.95 rupees, after it  

reported a net profit of 5.05 billion rupees for  

July-September  

compared with a net loss of 1.58 billion rupees a year  

earlier.  

Tata Iron and Steel Company Ltd (TISC.BO), the nation's No  

2 steel maker, climbed 5.2 percent to 347.90 rupees after its  

past quarter earnings doubled to 4.03 billion rupees.   


 
    Their traded volumes were the highest on the Bombay
exchange.
    RUPEE GAINS, BONDS SLIP
    The rupee          breached the key psychological 45.30 per
dollar level buoyed by steady foreign investments in stocks.
    It finished at 45.2875/2975 per dollar, firmer than
Wednesday's close of 45.3100/3175. Traders said further gains
were gains checked by central bank intervention.
    The Reserve Bank of India has bought dollars heavily this
  

year to curb the rupee's rise amid fears that the local  

currency's rise will affect the competitiveness of domestic  

exports. The rupee, which is partly convertible, has risen  

around six percent against the dollar so far in 2003.  

Yields on Indian federal bonds ended slightly higher,  

nudged off early lows on selling sparked by uncertainty over  

the availability of funds.   


 
    The benchmark 10-year bond              ended at 5.1018
percent, compared to Wednesday's 5.0963 percent.
-------------------------------------------------------------
                            MARKET SNAPSHOT
                              Thursday's close  Wednesday's
close
    Bombay Sensitive Index (pts)      4,780.52
4,744.10
    Indian rupee (/$)             45.2875/2975
45.3100/3175
    7.27 percent 2013 bond (%)          5.1018
5.0963
    Call money (%)                   4.25/4.50
6.00/6.25
    6-mth fwd premium                     0.70
0.38
-------------------------------------------------------------."
"Indian rupee at 1-mth low,dollar bid by state banks  ",2006-02-17,"(Updates to afternoon)  

MUMBAI, Feb 17 (Reuters) - The rupee extended losses to a one-month low versus the dollar on Friday, on weakness in the yen and dollar-buying by state banks that traders said could be either on behalf of the central bank or corporates.  

The Reserve Bank of India, through state banks, is suspected of intervening in the currency market this week to keep the rupee from strengthening and harming exporter competitiveness.  

At 13:40 p.m. (0810 GMT), the rupee <INR=IN> stood at 44.4600/4650 per dollar, down about a fifth of a percent from Thursday's close. It weakened as far as 44.47, its lowest level since Jan. 18, according to Reuters data.  

""The nationalised banks have definitely been buying dollars,"" said a trader at a foreign bank in Mumbai. ""That could be for the RBI or corporates -- it's hard to tell.""  

Investors have also been covering short positions on the dollar since the rupee broke through recent ranges on Thursday, accelerating the Indian currency's fall, dealers said.  

This week's hawkish comments on the U.S. economy from new Federal Reserve Chairman Ben Bernanke have refocused attention on the prospect for further U.S. interest rate rises that could tempt investors out of local markets, hurting the rupee.  

""The weaker rupee is basically a reaction to the yen but there is also a fear that the Fed will continue to hike rates,"" said Patrick Aranha, chief dealer at Mizuho in Mumbai.  

""Since we broke above 44.30 yesterday, there has been a covering of short positions.""  

Foreign funds sold a net $13 million worth of Indian shares on Wednesday. It was the second straight day of net selling. Total net buying so far this year is about $1.5 billion.  

The yen <JPY=> eased against the dollar on Friday after failing to gain from data showing robust growth in Japan's economy in the final quarter of last year.   


  ------------------------------------------------------------
                 MARKET SNAPSHOT
 Bombay Sensitive Index          <.BSESN>
 Indian rupee (/$)               <INR=IN>
 ------------------------------------------------------------
  

MARKETS-INDIA-RUPEE (UPDATE 2)|LANGEN|SNS|SNI|ABN|M|RBN|RNP|DNP|PTD|PMF"
